table,rows,class,kind,domain,D,P,E,W,T,M,missing,priority,exec_evidence,witness,transfer
warehouse_zones,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
family_moments,0,SCAFFOLD ONLY,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,2.25,,{},
thylora_qyris_contradiction,0,SCAFFOLD ONLY,OPERATIONAL,DASHBOARD-FLOOR,1,0,0,0,0,0,PEWT,2.0,,{},
thylora_qyris_stop_test,0,SCAFFOLD ONLY,OPERATIONAL,DASHBOARD-FLOOR,1,0,0,0,0,0,PEWT,2.0,,{},
family_moment_access,0,SCAFFOLD ONLY,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,1.5,,{},
worker_personas,0,SCAFFOLD ONLY,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,1.5,,{},
world_guides,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.5,,{},
studio_simulation_models,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.25,,{},
thy_loochy_awards,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.25,,{},
thylora_orah_reviews,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,1,0,1,0,PW,1.25,fk_child_rows:thylora_query_carryforward,{},fk_child
collectible_edition_registry,0,SCAFFOLD ONLY,POLICY/REGISTRY,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
er_vehicle_rental_events,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
founder_customer_legacy,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
hot_gossip_compensation_offers,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
hot_gossip_verification_events,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
household_object_provenance,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
studio_prompt_packages,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
studio_provider_rate_limits,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
system_jurist_application,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
system_jurist_exam_record,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
system_jurist_study_record,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
tessa_safety_restrictions,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
thy_loochy_fraud_events,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
thy_loochy_holds,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
thy_loochy_purchase_packages,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
thy_loochy_reversals,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
thylora_asset_ingest_staging,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
thylora_castle_object_events,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
thylora_deal_register,0,SCAFFOLD ONLY,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
thylora_gap_transfer_registry,0,SCAFFOLD ONLY,POLICY/REGISTRY,GENERAL,1,0,0,0,0,0,PEWT,1.0,,{},
adult_takedowns,0,INTENTIONALLY EMPTY,EVENT,SAFETY/LEGAL,1,0,1,0,0,0,PWT,0.0,trigger:trg_adult_takedown_quarantine; reader_fn:adult_asset_live_gate,{},
audit_events,331,PROMOTED (M=1),EVENT,GENERAL,1,1,1,1,1,1,,0.0,"writer_fn:thy_ctl_audit; trigger:trg_audit_immutable_update; reader_fn:prevent_audit_update_delete,thylora_chairman_dash_v1,thy_ctl_audit; edge:department-router,lemon-secret-store,lemon-squeezy-webhook","{""custody_trigger"": ""append_only"", ""is_witness_ledger"": true}",surface_fn:thylora_chairman_dash_v1; edge
audit_log,25,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,fk_child_rows:design_revision,"{""row_evidence_fields"": 25}",fk_child
chairman_action_cards,6,PROMOTED (M=1),OPERATIONAL,DASHBOARD-FLOOR,1,1,1,1,1,1,,0.0,reader_fn:thylora_operating_surface_v1,"{""row_evidence_fields"": 6}",surface_fn:thylora_operating_surface_v1
chairman_source_messages,31,PROMOTED (M=1),OPERATIONAL,DASHBOARD-FLOOR,1,1,1,1,1,1,,0.0,"trigger:trg_hash_chairman_source,trg_immutability_chairman_source; reader_fn:thylora_hash_chairman_source,thylora_continuity_floor_state,query_chairman_exact_source; fk_child_rows:chairman_source_interpretation,chairman_source_segments,chairman_source_shorthand_expansion","{""custody_trigger"": ""append_only""}","surface_fn:thylora_hash_chairman_source,query_chairman_exact_source; fk_child"
chairman_source_segments,1,PROMOTED (M=1),OPERATIONAL,DASHBOARD-FLOOR,1,1,1,1,1,1,,0.0,"trigger:trg_hash_chairman_segment,trg_immutability_chairman_segments; fk_child_rows:chairman_source_interpretation,chairman_source_shorthand_expansion","{""custody_trigger"": ""append_only""}",fk_child
connection_evidence,10,PROMOTED (M=1),OPERATIONAL,DASHBOARD-FLOOR,1,1,1,1,1,1,,0.0,edge:thylora-system-check,"{""row_evidence_fields"": 10, ""edge_writer_emits_audit_event"": true}",edge
continuity_log,329,PROMOTED (M=1),OPERATIONAL,DASHBOARD-FLOOR,1,1,1,1,1,1,,0.0,"trigger:trg_rootbound_audit_continuity_log; reader_fn:thylora_dashboard_completion_v1,thylora_chairman_qyris_v1,thylora_chairman_dash_v1; fk_child_rows:design_revision; edge:thylora-department-talk","{""custody_trigger"": ""shadow_capture_before_destructive_change""}","surface_fn:thylora_dashboard_completion_v1,thylora_chairman_qyris_v1,thylora_chairman_dash_v1; edge; fk_child"
entitlements,1,PROMOTED (M=1),OPERATIONAL,COMMERCE,1,1,1,1,1,1,,0.0,"writer_fn:thylora_process_stripe_checkout_completed; reader_fn:thylora_process_stripe_checkout_completed; edge:lemon-squeezy-webhook,p0-protected-download,thylora-current-head","{""ml"": 2, ""audit_alias"": [""orders/payments/entitlements"", ""orders/entitlements""], ""edge_writer_emits_audit_event"": true}","repo:.github/workflows/patch-dashboard-r8.yml,dashboard-current-head.html; edge"
er_vehicle_source_reference_registry,10,PROMOTED (M=1),POLICY/REGISTRY,GENERAL,1,1,1,1,1,1,,0.0,trigger:thy_name_guard; fk_child_rows:er_vehicle_project_pipeline,"{""row_evidence_fields"": 10}",fk_child
game_bet_audit_events,0,INTENTIONALLY EMPTY,EVENT,SAFETY/LEGAL,1,0,1,0,0,0,PWT,0.0,writer_fn:game_bet_pause_all_markets; reader_fn:game_bet_pause_all_markets,{},
idea_registry,294,PROMOTED (M=1),POLICY/REGISTRY,GENERAL,1,1,1,1,1,1,,0.0,"trigger:trg_rootbound_audit_idea_registry,thy_name_guard; reader_fn:thylora_seed_autonomy_from_ideas; view:thylora_conveyor_candidates,thylora_idea_workspaces; fk_child_rows:thylora_idea_extensions,thylora_idea_links,thylora_promotion_records","{""sh"": 127, ""audit_alias"": [""IDEA""], ""row_evidence_fields"": 238, ""custody_trigger"": ""shadow_capture_before_destructive_change""}","view; repo:.github/workflows/patch-dashboard-r6.yml,.github/workflows/patch-dashboard-r7-repair.yml; fk_child"
order_items,1,PROMOTED (M=1),OPERATIONAL,COMMERCE,1,1,1,1,1,1,,0.0,writer_fn:thylora_process_stripe_checkout_completed; trigger:thylora_block_unreleased_checkout_product_trigger; reader_fn:thylora_process_stripe_checkout_completed; edge:lemon-squeezy-webhook,"{""edge_writer_emits_audit_event"": true}",edge
orders,1,PROMOTED (M=1),OPERATIONAL,COMMERCE,1,1,1,1,1,1,,0.0,"writer_fn:thylora_process_stripe_checkout_completed; reader_fn:thylora_process_stripe_checkout_completed; view:thylora_gap_summary_v1; fk_child_rows:order_items,payments; edge:lemon-squeezy-webhook,thylora-current-head,thylora-dashboard","{""ml"": 2, ""audit_alias"": [""order"", ""orders/payments/entitlements"", ""orders/entitlements""], ""edge_writer_emits_audit_event"": true}","view; repo:.github/workflows/patch-dashboard-r8.yml,app/app.js; edge; fk_child"
payments,1,PROMOTED (M=1),OPERATIONAL,COMMERCE,1,1,1,1,1,1,,0.0,"writer_fn:thylora_process_stripe_checkout_completed; reader_fn:thylora_process_stripe_checkout_completed; edge:lemon-squeezy-webhook,thylora-current-head,thylora-dashboard","{""ml"": 1, ""audit_alias"": [""orders/payments/entitlements""], ""edge_writer_emits_audit_event"": true}","repo:.github/workflows/patch-dashboard-r8.yml,dashboard-current-head.html; edge"
private.adult_identity_vault,,UNKNOWN,OPERATIONAL,SAFETY/LEGAL,1,,,,,,?,0.0,,{},
production_tasks,39,PROMOTED (M=1),OPERATIONAL,DASHBOARD-FLOOR,1,1,1,1,1,1,,0.0,reader_fn:thylora_chairman_dash_v1,"{""row_evidence_fields"": 39}",surface_fn:thylora_chairman_dash_v1
refunds,0,INTENTIONALLY EMPTY,EVENT,COMMERCE,1,0,0,0,1,0,PEW,0.0,,{},"repo:rae-link/index.html,rae-link/lib/ledger.js"
service_cost_registry,7,PROMOTED (M=1),POLICY/REGISTRY,GENERAL,1,1,1,1,1,1,,0.0,reader_fn:thylora_chairman_dash_v1,"{""row_evidence_fields"": 7}",surface_fn:thylora_chairman_dash_v1
social_content_queue,33,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,"trigger:trg_thylora_require_content_value_before_schedule_v1; reader_fn:thylora_dashboard_completion_v1,thylora_chairman_today_v1,thylora_operating_surface_v1","{""audit_alias"": [""SOCIAL_CONTENT""]}","surface_fn:thylora_dashboard_completion_v1,thylora_chairman_today_v1,thylora_operating_surface_v1"
thy_omniview_gates,12,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,"writer_fn:thy_omniview_set_gate; reader_fn:thy_omniview_manifest,thy_omniview_topic,thy_omniview_set_gate","{""row_evidence_fields"": 12}","surface_fn:thy_omniview_manifest,thy_omniview_topic,thy_omniview_set_gate"
thy_omniview_statements,32,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,"writer_fn:thy_omniview_state_canon; trigger:thy_omniview_statements_guard; reader_fn:thy_omniview_manifest,thy_omniview_topic,thy_omniview_state_canon","{""custody_trigger"": ""supersede_only""}","surface_fn:thy_omniview_manifest,thy_omniview_topic,thy_omniview_state_canon"
thy_sequence_ledger,5,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,"writer_fn:thy_sequence_append; trigger:thy_sequence_ledger_chain,thy_sequence_ledger_no_rewrite; reader_fn:thy_sequence_ledger_chain_guard,thy_sequence_ledger_append_only,thy_sequence_head; fk_child_rows:thy_math_display,thy_omniview_gates,thy_omniview_links","{""custody_trigger"": ""append_only+chain_guard""}","surface_fn:thy_omniview_sequence,thy_omniview_manifest,thy_omniview_topic; fk_child"
thylora_agents,2,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,trigger:thylora_agents_updated_at; fk_child_rows:thylora_departments; edge:network-bootstrap,"{""edge_writer_emits_audit_event"": true}",edge; fk_child
thylora_autonomy_tasks,277,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,"writer_fn:thylora_chairman_preview_decision_v1,thylora_release_expired_autonomy_leases,thylora_claim_autonomy_tasks; trigger:thy_name_guard; reader_fn:thylora_chairman_preview_decision_v1,thylora_release_expired_autonomy_leases,thylora_operational_numbers_v1; fk_child_rows:thylora_autonomy_runs; edge:thylora-autonomy-worker","{""row_evidence_fields"": 276}","surface_fn:thylora_chairman_preview_decision_v1,thylora_operating_surface_v1; edge; fk_child"
thylora_build_compiler_stages,80,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,"writer_fn:create_thylora_build_run,record_thylora_build_evidence,advance_thylora_build_stage; reader_fn:create_thylora_build_run,record_thylora_build_evidence,advance_thylora_build_stage; edge:thylora-build-compiler","{""row_evidence_fields"": 24}",edge
thylora_build_evidence,2,PROMOTED (M=1),OPERATIONAL,DASHBOARD-FLOOR,1,1,1,1,1,1,,0.0,"writer_fn:record_thylora_build_evidence; reader_fn:record_thylora_build_evidence,thylora_chairman_dash_v1; edge:thylora-build-compiler","{""row_evidence_fields"": 2}",surface_fn:thylora_chairman_dash_v1; edge
thylora_business_invoices,4,PROMOTED (M=1),OPERATIONAL,COMMERCE,1,1,1,1,1,1,,0.0,fk_child_rows:thylora_business_settlements,"{""row_evidence_fields"": 4}",fk_child
thylora_business_purchase_orders,4,PROMOTED (M=1),OPERATIONAL,COMMERCE,1,1,1,1,1,1,,0.0,fk_child_rows:thylora_business_invoices,"{""row_evidence_fields"": 4}",fk_child
thylora_chairman_commands,114,PROMOTED (M=1),OPERATIONAL,DASHBOARD-FLOOR,1,1,1,1,1,1,,0.0,"trigger:thylora_chairman_commands_updated_at; edge:chairman-command,thylora-rls-isolation-test","{""ml"": 120, ""audit_alias"": [""THYLORA_CHAIRMAN_COMMAND"", ""thylora_chairman_commands""]}",edge
thylora_chairman_preview_decisions,5,PROMOTED (M=1),OPERATIONAL,DASHBOARD-FLOOR,1,1,1,1,1,1,,0.0,"writer_fn:thylora_chairman_preview_decision_v1; reader_fn:thylora_chairman_approval_screen_v1,thylora_chairman_preview_decision_v1","{""row_evidence_fields"": 5}","surface_fn:thylora_chairman_approval_screen_v1,thylora_chairman_preview_decision_v1"
thylora_chairman_review_decisions,2,PROMOTED (M=1),OPERATIONAL,DASHBOARD-FLOOR,1,1,1,1,1,1,,0.0,"writer_fn:submit_thylora_review_gate_decision_v1,thy_record_approval_v1; trigger:trg_immutability_review_decisions; reader_fn:submit_thylora_review_gate_decision_v1,get_thylora_review_gates_v1,thy_record_approval_v1","{""row_evidence_fields"": 2, ""custody_trigger"": ""append_only""}","surface_fn:submit_thylora_review_gate_decision_v1,get_thylora_review_gates_v1"
thylora_commercial_product_registry,23,PROMOTED (M=1),POLICY/REGISTRY,DASHBOARD-FLOOR,1,1,1,1,1,1,,0.0,"trigger:thy_name_guard; reader_fn:thylora_dashboard_completion_v1,thylora_chairman_dash_v1; view:thylora_conveyor_candidates,thylora_ip_product_readiness; fk_child_rows:thylora_execution_work_registry,thylora_store_release_gate","{""row_evidence_fields"": 18}","surface_fn:thylora_dashboard_completion_v1,thylora_chairman_dash_v1; view; fk_child"
thylora_conveyor_order_evidence,4,PROMOTED (M=1),OPERATIONAL,COMMERCE,1,1,1,1,1,1,,0.0,view:thylora_conveyor_candidates,"{""row_evidence_fields"": 4}",view
thylora_conveyor_provider_readback,10,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,reader_fn:thylora_operating_surface_v1; view:thylora_conveyor_candidates,"{""row_evidence_fields"": 10}",surface_fn:thylora_operating_surface_v1; view
thylora_daily_production_ledger,3,PROMOTED (M=1),OPERATIONAL,DASHBOARD-FLOOR,1,1,1,1,1,1,,0.0,view:thylora_daily_production_gauge,"{""row_evidence_fields"": 3}",view
thylora_dashboard_regression_evidence,42,PROMOTED (M=1),OPERATIONAL,DASHBOARD-FLOOR,1,1,1,1,1,1,,0.0,"reader_fn:thylora_operating_surface_v1,thylora_chairman_dash_v1","{""row_evidence_fields"": 42}","surface_fn:thylora_operating_surface_v1,thylora_chairman_dash_v1"
thylora_delivery_asset_intake,8,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,"writer_fn:activate_thylora_delivery_asset_v1; reader_fn:get_thylora_delivery_intake_status_v1,activate_thylora_delivery_asset_v1; edge:thylora-delivery-ingest","{""row_evidence_fields"": 8}",edge
thylora_department_events,11,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,"edge:department-router,network-bootstrap,thylora-rls-isolation-test","{""edge_writer_emits_audit_event"": true}",edge
thylora_departments,66,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,"writer_fn:thylora_recovery_heartbeat; trigger:thylora_departments_updated_at,thy_name_guard; reader_fn:thylora_recovery_heartbeat; fk_child_rows:thylora_chairman_commands,thylora_department_events,thylora_department_profiles; edge:chairman-command,department-router,network-bootstrap","{""edge_writer_emits_audit_event"": true}","repo:app/app.js,dashboard-current-head.html; edge; fk_child"
thylora_estate_provision_orders,6,PROMOTED (M=1),OPERATIONAL,COMMERCE,1,1,1,1,1,1,,0.0,fk_child_rows:thylora_estate_receiving_records,"{""row_evidence_fields"": 6}",fk_child
thylora_execution_work_registry,137,PROMOTED (M=1),POLICY/REGISTRY,DASHBOARD-FLOOR,1,1,1,1,1,1,,0.0,"writer_fn:thy_advance_work_state_v1,thy_record_evidence_v1; trigger:trg_thylora_qyris_execution_gate,thy_name_guard; reader_fn:thylora_chairman_today_v1,thylora_chairman_dash_v1,thylora_control_surface_v1","{""audit_alias"": [""execution_work""], ""row_evidence_fields"": 131}","surface_fn:thylora_chairman_today_v1,thylora_chairman_dash_v1,thylora_control_surface_v1"
thylora_executive_briefs,1,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,trigger:thylora_executive_briefs_updated_at; reader_fn:thylora_dashboard_completion_v1; edge:thylora-executive-patrol,"{""edge_writer_emits_audit_event"": true}",surface_fn:thylora_dashboard_completion_v1; edge
thylora_famous_thought_gate_evaluations,29,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,trigger:trg_thylora_famous_thought_gate_compute_v1; reader_fn:thylora_famous_thought_meaning_gate_v1; view:thylora_famous_thought_public_v1,"{""row_evidence_fields"": 29}",view
thylora_famous_thought_publication_map,23,PROMOTED (M=1),POLICY/REGISTRY,GENERAL,1,1,1,1,1,1,,0.0,trigger:trg_thylora_famous_thought_meaning_gate_v1; view:thylora_famous_thought_public_v1,"{""row_evidence_fields"": 23}",view
thylora_famous_thought_registry,29,PROMOTED (M=1),POLICY/REGISTRY,GENERAL,1,1,1,1,1,1,,0.0,"reader_fn:thylora_famous_thought_dashboard_v1; view:thylora_famous_thought_public_v1; fk_child_rows:thylora_famous_thought_gate_evaluations,thylora_famous_thought_holds,thylora_famous_thought_math_bindings","{""row_evidence_fields"": 29}",surface_fn:thylora_famous_thought_dashboard_v1; view; fk_child
thylora_farmer_candidates,5,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,fk_child_rows:thylora_farmer_verification_records,"{""row_evidence_fields"": 5}",fk_child
thylora_gap_intelligence_registry,61,PROMOTED (M=1),POLICY/REGISTRY,GENERAL,1,1,1,1,1,1,,0.0,"trigger:thy_name_guard; reader_fn:thylora_chairman_qyris_v1,thylora_chairman_dash_v1","{""row_evidence_fields"": 56}","surface_fn:thylora_chairman_qyris_v1,thylora_chairman_dash_v1"
thylora_global_arrival_matrix,17,PROMOTED (M=1),POLICY/REGISTRY,GENERAL,1,1,1,1,1,1,,0.0,reader_fn:thylora_operating_surface_v1; fk_child_rows:thylora_global_arrival_events,"{""row_evidence_fields"": 5}",surface_fn:thylora_operating_surface_v1; fk_child
thylora_ip_gate_evaluations,2,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,writer_fn:thylora_evaluate_rights_gate; trigger:trg_ip_evaluation_immutable; reader_fn:thylora_evaluate_rights_gate; view:thylora_ip_product_readiness,"{""custody_trigger"": ""append_only""}",view
thylora_launch_readiness_checks,10,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,edge:thylora-build-compiler,"{""row_evidence_fields"": 10}",edge
thylora_living_world_records,11,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,"trigger:thylora_living_world_records_updated_at,thy_name_guard","{""row_evidence_fields"": 1}",repo:dashboard-current-head.html
thylora_master_ledger,325,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,"writer_fn:thylora_process_stripe_checkout_completed; reader_fn:thylora_process_stripe_checkout_completed; edge:lemon-squeezy-webhook,p0-checkout,p0-protected-download","{""row_evidence_fields"": 325, ""edge_writer_emits_audit_event"": true, ""is_witness_ledger"": true}",edge
thylora_network_bootstrap_runs,1,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,edge:network-bootstrap,"{""edge_writer_emits_audit_event"": true}",edge
thylora_patrol_definitions,6,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,trigger:thylora_patrol_definitions_updated_at; edge:thylora-executive-patrol,"{""edge_writer_emits_audit_event"": true}",edge
thylora_payment_capture_witness,1,PROMOTED (M=1),OPERATIONAL,COMMERCE,1,1,1,1,1,1,,0.0,"reader_fn:thylora_first_sale_chain_v1,thylora_operating_surface_v1,thylora_chairman_dash_v1","{""row_evidence_fields"": 1}","surface_fn:thylora_operating_surface_v1,thylora_chairman_dash_v1"
thylora_product_realization_registry,104,PROMOTED (M=1),POLICY/REGISTRY,DASHBOARD-FLOOR,1,1,1,1,1,1,,0.0,"trigger:thy_name_guard; reader_fn:thylora_operational_numbers_v1,thylora_enforce_standing_invariants_v1,thylora_chairman_dash_v1; view:thylora_conveyor_candidates","{""row_evidence_fields"": 103}",surface_fn:thylora_chairman_dash_v1; view
thylora_product_release_decisions,25,PROMOTED (M=1),OPERATIONAL,DASHBOARD-FLOOR,1,1,1,1,1,1,,0.0,"writer_fn:thylora_chairman_preview_decision_v1,submit_thylora_product_release_decisions_v1; reader_fn:thylora_chairman_preview_decision_v1,submit_thylora_product_release_decisions_v1; edge:thylora-release-decision","{""row_evidence_fields"": 25}",surface_fn:thylora_chairman_preview_decision_v1; edge
thylora_prompt_point_ledger,81,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,reader_fn:thylora_prompt_coverage_audit; edge:thylora-directive-preflight,"{""row_evidence_fields"": 48}",edge
thylora_query_carryforward,595,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,"writer_fn:thylora_backlink_query_custody,thylora_complete_query_pair,thylora_capture_query_pair; trigger:trg_thylora_link_query_custody,trg_thylora_backlink_query_custody,trg_rootbound_audit_thylora_query_carryforward; reader_fn:thylora_dashboard_completion_v1,thylora_link_query_custody,thylora_backlink_query_custody; edge:dash,thylora-current-head,thylora-dashboard","{""sh"": 434, ""custody_trigger"": ""shadow_capture_before_destructive_change""}","surface_fn:thylora_dashboard_completion_v1,thylora_control_surface_v1; repo:dashboard-current-head.html; edge"
thylora_rls_isolation_runs,3,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,"edge:thylora-rls-isolation-test,thylora-system-check","{""edge_writer_emits_audit_event"": true}",edge
thylora_router_jobs,97,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,"writer_fn:thylora_recovery_heartbeat; trigger:thylora_router_jobs_updated_at,thy_name_guard; reader_fn:thylora_recovery_heartbeat,thylora_control_surface_v1; fk_child_rows:thylora_chairman_commands; edge:department-router,thylora-rls-isolation-test","{""ml"": 120, ""audit_alias"": [""THYLORA_AI_ROUTER"", ""thylora_router_jobs""], ""edge_writer_emits_audit_event"": true}",surface_fn:thylora_control_surface_v1; edge; fk_child
thylora_shopify_fulfillment_reconciliation,3,PROMOTED (M=1),OPERATIONAL,COMMERCE,1,1,1,1,1,1,,0.0,view:thylora_fulfillment_reconciliation_candidates,"{""row_evidence_fields"": 3}",view
thylora_store_draw_gate_evaluations,33,PROMOTED (M=1),OPERATIONAL,COMMERCE,1,1,1,1,1,1,,0.0,"trigger:trg_thylora_store_draw_gate_compute_v1; reader_fn:thylora_require_product_worth_before_release_v1,thylora_require_content_value_before_schedule_v1,thylora_dashboard_completion_v1","{""row_evidence_fields"": 33}","surface_fn:thylora_dashboard_completion_v1,thylora_chairman_today_v1"
thylora_store_product_readiness,17,PROMOTED (M=1),OPERATIONAL,COMMERCE,1,1,1,1,1,1,,0.0,"writer_fn:thylora_chairman_preview_decision_v1,activate_thylora_delivery_asset_v1,submit_thylora_product_release_decisions_v1; trigger:thy_name_guard; reader_fn:thylora_chairman_approval_screen_v1,thylora_chairman_preview_decision_v1,thylora_dashboard_completion_v1; view:thylora_conveyor_candidates; edge:thylora-product-checkout,thylora-release-decision","{""row_evidence_fields"": 17}","surface_fn:thylora_chairman_approval_screen_v1,thylora_chairman_preview_decision_v1,thylora_dashboard_completion_v1; view; edge"
thylora_store_release_gate,6,PROMOTED (M=1),POLICY/REGISTRY,COMMERCE,1,1,1,1,1,1,,0.0,trigger:trg_thylora_require_product_worth_before_release_v1; reader_fn:thylora_dashboard_completion_v1,"{""row_evidence_fields"": 1}",surface_fn:thylora_dashboard_completion_v1
thylora_system_health_runs,13,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,"edge:thylora-executive-patrol,thylora-rls-isolation-test,thylora-system-check","{""edge_writer_emits_audit_event"": true}",edge
thylora_thread_import_batches,30,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,edge:thylora-source-import,"{""audit_alias"": [""thylora_thread_import_batch""]}",edge
thylora_user_roles,1,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,"trigger:thylora_user_roles_updated_at; reader_fn:thylora_is_chairman,drop_inspector_flag; edge:chairman-command,department-router,lemon-secret-store","{""edge_writer_emits_audit_event"": true}",surface_fn:thylora_is_chairman; edge
thylora_vyc_enforcement_events,5,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,writer_fn:thylora_vyc_truth_preflight; reader_fn:thylora_vyc_truth_preflight; edge:thylora-enforcer,"{""row_evidence_fields"": 5}",edge
thylora_workroom_registry,27,PROMOTED (M=1),POLICY/REGISTRY,GENERAL,1,1,1,1,1,1,,0.0,"trigger:thy_name_guard; reader_fn:thylora_operating_surface_v1,thylora_chairman_qyris_v1,thylora_chairman_dash_v1; fk_child_rows:thylora_workroom_task_registry","{""row_evidence_fields"": 27}","surface_fn:thylora_operating_surface_v1,thylora_chairman_qyris_v1,thylora_chairman_dash_v1; fk_child"
thylora_workroom_task_registry,93,PROMOTED (M=1),POLICY/REGISTRY,GENERAL,1,1,1,1,1,1,,0.0,"trigger:thy_name_guard; reader_fn:thylora_operating_surface_v1,thylora_chairman_qyris_v1,thylora_chairman_dash_v1","{""row_evidence_fields"": 74}","surface_fn:thylora_operating_surface_v1,thylora_chairman_qyris_v1,thylora_chairman_dash_v1"
ue_concepts,10,PROMOTED (M=1),OPERATIONAL,GENERAL,1,1,1,1,1,1,,0.0,fk_child_rows:ue_concept_links,"{""row_evidence_fields"": 10}",fk_child
